supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level
S0682,Orion Industries,Vietnam,Asia,High,25,Tools & Machinery,Tier 1,Low,148091.54,2021-05-21,True,False,Full
S0683,Orion Holdings,South Korea,Asia,Low,5,Tools & Machinery,Tier 2,Medium,634499.46,2023-02-26,True,True,Partial
S0684,Helios Logistics,France,Europe,Low,5,IT Services,Tier 1,Medium,46332.53,2018-09-22,True,True,Full
S0685,Vega Materials,Mexico,Americas,Medium,15,Metals & Minerals,Tier 1,High,261051.0,2017-10-23,True,True,Full
S0686,Cascade Industries,Japan,Asia,Low,5,Packaging,Tier 2,Low,115586.51,2022-10-22,True,True,Partial
S0687,Nimbus Group,Turkey,Europe/Asia,Medium,15,Consulting,Tier 3,Medium,115095.5,2023-02-01,True,True,Partial
S0688,Aurora Supply,Canada,Americas,Low,5,IT Services,Tier 2,Low,47584.42,2017-01-25,True,True,Full
S0689,Nimbus Systems,France,Europe,Low,5,Metals & Minerals,Tier 1,Low,100113.76,2025-08-15,True,True,Partial
S0690,Nimbus Systems,South Korea,Asia,Low,5,Components,Tier 1,Low,509322.73,2020-10-30,True,True,Partial
S0691,Nimbus Holdings,Turkey,Europe/Asia,Medium,15,Consulting,Tier 2,Low,165481.12,2016-06-07,True,True,Limited
S0692,Zenith Systems,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Low,484713.05,2022-04-30,True,True,Partial
S0693,Atlas Partners,Taiwan,Asia,Low,5,Components,Tier 2,Medium,335633.96,2024-03-09,True,True,Limited
S0694,Novatek Logistics,Switzerland,Europe,Low,5,IT Services,Tier 2,Low,213655.35,2024-11-01,True,True,Partial
S0695,Vega Systems,Mexico,Americas,Medium,15,Components,Tier 1,Low,204201.8,2022-02-08,False,True,Limited
S0696,Vega Materials,Italy,Europe,Low,5,Facility,Tier 1,High,153228.09,2020-02-09,True,True,Limited
S0697,Aurora Group,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 1,Low,132371.38,2023-10-19,True,True,Partial
S0698,Nimbus Group,South Korea,Asia,Low,5,Tools & Machinery,Tier 2,Low,174837.85,2018-09-30,True,True,Partial
S0699,Novatek Holdings,Turkey,Europe/Asia,Medium,15,Consulting,Tier 1,Medium,128545.76,2022-09-02,True,True,Limited
S0700,Meridian Manufacturing,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Low,971552.92,2016-12-14,True,True,Partial
S0701,Cobalt Materials,South Korea,Asia,Low,5,Components,Tier 1,Low,183538.5,2021-11-11,True,True,Full
S0702,Vega Industries,Malaysia,Asia,Medium,15,IT Services,Tier 3,Medium,588502.46,2017-09-05,True,True,Limited
S0703,Helios Partners,Vietnam,Asia,High,25,Facility,Tier 2,Low,229693.84,2018-03-02,True,True,Limited
S0704,Atlas Services,Canada,Americas,Low,5,Metals & Minerals,Tier 3,Medium,324069.64,2016-12-15,True,True,Limited
S0705,Atlas Supply,Japan,Asia,Low,5,Components,Tier 1,High,593332.46,2022-01-24,True,True,Limited
S0706,Novatek Logistics,Saudi Arabia,Middle East,Medium,15,Packaging,Tier 2,Medium,122992.6,2021-06-18,True,True,Partial
S0707,Novatek Materials,South Korea,Asia,Low,5,Components,Tier 1,Medium,229226.05,2021-12-09,True,False,Partial
S0708,Aurora Manufacturing,France,Europe,Low,5,Components,Tier 2,Medium,101731.88,2020-12-18,True,True,Partial
S0709,Argent Industries,Thailand,Asia,Medium,15,Consulting,Tier 2,High,116371.75,2020-04-11,True,True,Full
S0710,Orion Holdings,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 2,Medium,1129439.3,2023-03-04,True,True,Limited
S0711,Alpine Components,Canada,Americas,Low,5,Tools & Machinery,Tier 1,Low,564470.74,2018-09-27,True,True,Limited
S0712,Vega Materials,South Korea,Asia,Low,5,IT Services,Tier 1,Medium,598820.58,2016-10-16,True,True,Full
S0713,Zenith Components,Saudi Arabia,Middle East,Medium,15,Logistics,Tier 2,Low,86867.25,2018-04-07,True,True,Full
S0714,Eclipse Materials,South Africa,Africa,Medium,15,Components,Tier 2,Medium,135148.99,2019-07-19,True,True,Partial
S0715,Orion Group,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 2,Medium,142165.6,2016-09-03,True,True,Full
S0716,Cascade Systems,United Kingdom,Europe,Low,5,IT Services,Tier 1,Low,87905.83,2023-12-31,False,True,Full
S0717,Argent Systems,Philippines,Asia,Medium,15,Components,Tier 1,High,690719.94,2024-10-17,True,True,Limited
S0718,Lumen Logistics,Indonesia,Asia,High,25,Tools & Machinery,Tier 1,Medium,103129.51,2022-07-03,True,True,Full
S0719,Vega Supply,Vietnam,Asia,High,25,Packaging,Tier 1,Low,33024.71,2019-04-30,True,True,Partial
S0720,Helios Holdings,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Low,219530.24,2022-09-09,True,True,Limited
S0721,Alpine Components,Morocco,Africa,Medium,15,Tools & Machinery,Tier 3,Low,887117.17,2020-08-25,True,True,Full
S0722,Alpine Industries,Italy,Europe,Low,5,Chemicals,Tier 2,High,309495.83,2016-08-07,True,True,Partial
S0723,Helios Industries,Malaysia,Asia,Medium,15,Components,Tier 1,Low,559679.12,2017-10-01,True,False,Partial
S0724,Vega Holdings,Thailand,Asia,Medium,15,Metals & Minerals,Tier 2,Low,323431.54,2022-11-23,True,False,Partial
S0725,Novatek Group,Turkey,Europe/Asia,Medium,15,Packaging,Tier 2,High,253463.06,2016-12-18,True,True,Full
S0726,Novatek Holdings,Australia,Oceania,Low,5,Components,Tier 2,Low,98220.17,2020-07-01,True,True,Partial
S0727,Atlas Materials,India,Asia,High,25,Metals & Minerals,Tier 1,Low,198795.79,2022-08-23,True,True,Full
S0728,Atlas Components,France,Europe,Low,5,IT Services,Tier 1,Low,437518.62,2023-12-13,True,True,Full
S0729,Eclipse Components,New Zealand,Oceania,Low,5,Components,Tier 1,Medium,149433.56,2025-12-01,False,False,Partial
S0730,Alpine Group,Germany,Europe,Low,5,Packaging,Tier 1,High,202172.56,2025-04-06,True,True,Partial
S0731,Meridian Holdings,Taiwan,Asia,Low,5,Tools & Machinery,Tier 1,Low,944995.57,2021-03-16,True,False,Limited
S0732,Eclipse Group,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 3,Low,260679.76,2022-03-26,True,True,Full
S0733,Argent Group,China,Asia,High,25,Chemicals,Tier 2,Low,161315.99,2017-04-11,True,True,Partial
S0734,Argent Manufacturing,United States,Americas,Low,5,Metals & Minerals,Tier 1,Medium,279613.67,2024-04-03,True,True,Full
S0735,Orion Services,Australia,Oceania,Low,5,Logistics,Tier 1,High,458855.48,2016-05-11,True,True,Partial
S0736,Alpine Logistics,Malaysia,Asia,Medium,15,Packaging,Tier 2,High,475844.57,2019-01-11,True,False,Full
S0737,Vega Services,South Africa,Africa,Medium,15,Facility,Tier 2,Medium,73768.68,2016-11-15,True,True,Partial
S0738,Cobalt Holdings,Taiwan,Asia,Low,5,Tools & Machinery,Tier 1,High,197496.2,2025-05-12,True,True,Partial
S0739,Atlas Components,France,Europe,Low,5,Components,Tier 1,Medium,82412.55,2019-12-19,True,True,Full
S0740,Argent Components,Thailand,Asia,Medium,15,Metals & Minerals,Tier 1,High,860143.1,2020-06-20,True,False,Full
S0741,Cobalt Partners,Turkey,Europe/Asia,Medium,15,Components,Tier 1,Medium,488610.17,2025-03-09,True,True,Full
S0742,Atlas Systems,Vietnam,Asia,High,25,Chemicals,Tier 1,Low,1195888.06,2020-12-18,True,False,Partial
S0743,Meridian Materials,South Korea,Asia,Low,5,Chemicals,Tier 3,Low,112947.75,2019-10-21,True,True,Full
S0744,Novatek Partners,Brazil,Americas,Medium,15,Consulting,Tier 1,Low,150375.12,2024-10-09,True,True,Full
S0745,Argent Systems,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 1,Medium,443463.69,2023-11-23,False,True,Partial
S0746,Nimbus Holdings,Switzerland,Europe,Low,5,Components,Tier 1,High,741046.93,2019-01-17,True,False,Partial
S0747,Cobalt Logistics,Turkey,Europe/Asia,Medium,15,IT Services,Tier 2,Low,120272.26,2017-09-25,True,True,Partial
S0748,Zenith Industries,Indonesia,Asia,High,25,Metals & Minerals,Tier 2,Low,166265.69,2022-12-11,True,True,Limited
S0749,Orion Systems,Spain,Europe,Low,5,Components,Tier 1,Low,366224.67,2022-05-28,False,True,Full
S0750,Orion Components,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,355457.92,2024-03-21,True,True,Full
S0751,Eclipse Logistics,Thailand,Asia,Medium,15,Facility,Tier 2,High,216958.88,2022-01-21,True,True,Limited
S0752,Alpine Partners,Italy,Europe,Low,5,Tools & Machinery,Tier 1,Low,688775.32,2023-08-23,True,True,Full
S0753,Vega Systems,Vietnam,Asia,High,25,Components,Tier 2,Low,306882.6,2019-12-26,True,False,Limited
S0754,Alpine Materials,Spain,Europe,Low,5,Chemicals,Tier 2,High,77498.64,2017-06-18,True,True,Partial
S0755,Alpine Holdings,Japan,Asia,Low,5,Logistics,Tier 1,Low,99946.49,2016-04-04,True,True,Full
S0756,Cascade Manufacturing,Malaysia,Asia,Medium,15,Components,Tier 1,Medium,308315.94,2017-05-08,True,True,Full
S0757,Alpine Systems,Japan,Asia,Low,5,IT Services,Tier 1,Low,170300.52,2025-08-26,True,True,Partial
S0758,Aurora Manufacturing,Morocco,Africa,Medium,15,Components,Tier 2,Low,464953.48,2020-04-27,True,True,Full
S0759,Orion Group,Australia,Oceania,Low,5,Logistics,Tier 1,High,274191.81,2020-05-23,True,True,Partial
S0760,Cascade Partners,Taiwan,Asia,Low,5,Tools & Machinery,Tier 1,Medium,73724.03,2017-01-20,True,True,Partial
S0761,Nimbus Materials,Turkey,Europe/Asia,Medium,15,Metals & Minerals,Tier 3,Medium,88425.76,2022-03-11,True,True,Limited
S0762,Cobalt Industries,Thailand,Asia,Medium,15,Packaging,Tier 1,High,420814.17,2022-07-01,True,True,Full
S0763,Alpine Materials,Saudi Arabia,Middle East,Medium,15,Chemicals,Tier 2,Low,116625.91,2016-07-31,True,True,Full
S0764,Orion Manufacturing,Mexico,Americas,Medium,15,Components,Tier 2,Medium,1003013.31,2025-12-10,True,True,Full
S0765,Atlas Holdings,South Korea,Asia,Low,5,IT Services,Tier 1,Medium,183310.0,2025-10-30,True,False,Partial
S0766,Eclipse Holdings,China,Asia,High,25,Logistics,Tier 2,Medium,105642.11,2018-05-23,True,True,Full
S0767,Orion Industries,Switzerland,Europe,Low,5,Chemicals,Tier 1,Low,99635.9,2022-12-01,True,True,Full
S0768,Helios Partners,Mexico,Americas,Medium,15,Components,Tier 2,High,382302.06,2016-08-15,True,True,Partial
S0769,Cascade Systems,United States,Americas,Low,5,Facility,Tier 1,Low,185064.41,2024-02-18,True,True,Limited
S0770,Alpine Materials,United Arab Emirates,Middle East,Medium,15,Components,Tier 2,Medium,305094.01,2022-02-23,True,True,Limited
S0771,Eclipse Components,Vietnam,Asia,High,25,Components,Tier 2,Low,650555.4,2021-04-07,False,True,Full
S0772,Eclipse Supply,Saudi Arabia,Middle East,Medium,15,Components,Tier 2,Medium,92783.12,2020-04-04,True,True,Partial
S0773,Atlas Materials,South Africa,Africa,Medium,15,Packaging,Tier 1,Medium,54529.5,2019-09-04,False,True,Full
S0774,Argent Supply,Saudi Arabia,Middle East,Medium,15,Packaging,Tier 3,Low,88380.33,2020-02-20,False,True,Full
S0775,Nimbus Supply,Canada,Americas,Low,5,Metals & Minerals,Tier 2,Medium,469352.15,2023-09-08,True,True,Limited
S0776,Vega Industries,Germany,Europe,Low,5,Metals & Minerals,Tier 1,Low,657224.86,2016-02-10,True,True,Partial
S0777,Meridian Holdings,China,Asia,High,25,Metals & Minerals,Tier 1,Low,225764.8,2016-03-11,True,True,Partial
S0778,Aurora Holdings,United States,Americas,Low,5,Logistics,Tier 1,Medium,20479.22,2018-08-06,True,True,Partial
S0779,Cascade Holdings,Morocco,Africa,Medium,15,Components,Tier 2,Medium,196603.22,2021-05-07,True,True,Full
S0780,Argent Supply,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Low,489872.56,2018-02-24,True,False,Partial
S0781,Helios Materials,United States,Americas,Low,5,Tools & Machinery,Tier 2,Low,300646.54,2017-02-04,True,True,Partial
S0782,Helios Manufacturing,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Low,569145.03,2021-06-23,True,True,Limited
S0783,Cobalt Supply,Italy,Europe,Low,5,Logistics,Tier 1,Low,423901.84,2016-12-24,True,True,Full
S0784,Aurora Group,Tunisia,Africa,Medium,15,Components,Tier 2,Low,268099.85,2020-11-17,False,True,Partial
S0785,Lumen Manufacturing,United States,Americas,Low,5,Chemicals,Tier 2,Medium,97037.74,2023-05-15,False,True,Full
S0786,Vega Supply,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Medium,176418.66,2020-10-03,True,True,Partial
S0787,Nimbus Supply,Taiwan,Asia,Low,5,Tools & Machinery,Tier 3,Low,77664.5,2020-08-03,False,True,Partial
S0788,Zenith Systems,Canada,Americas,Low,5,Chemicals,Tier 2,Low,38049.07,2023-11-05,True,True,Full
S0789,Cobalt Supply,Tunisia,Africa,Medium,15,Components,Tier 2,High,285125.26,2022-11-16,False,True,Full
S0790,Helios Manufacturing,Italy,Europe,Low,5,Components,Tier 1,Medium,822728.15,2020-05-16,True,True,Full
S0791,Zenith Supply,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Medium,615874.23,2016-05-20,True,True,Partial
S0792,Aurora Partners,Japan,Asia,Low,5,Facility,Tier 2,Medium,93634.29,2025-01-04,True,True,Partial
S0793,Helios Group,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 1,Low,914238.33,2022-08-03,True,False,Limited
S0794,Aurora Materials,India,Asia,High,25,Components,Tier 1,Low,220551.26,2024-12-11,True,True,Limited
S0795,Eclipse Systems,China,Asia,High,25,Packaging,Tier 1,Low,461110.52,2016-08-31,True,True,Partial
S0796,Nimbus Holdings,Thailand,Asia,Medium,15,Logistics,Tier 1,High,908193.36,2021-03-07,True,True,Partial
S0797,Atlas Holdings,Japan,Asia,Low,5,Components,Tier 3,Low,336264.11,2021-02-12,True,True,Limited
S0798,Alpine Systems,Switzerland,Europe,Low,5,Facility,Tier 2,Low,80443.37,2022-10-18,True,False,Partial
S0799,Atlas Materials,Canada,Americas,Low,5,Components,Tier 2,Medium,227221.64,2016-09-17,True,True,Full
S0800,Alpine Manufacturing,Switzerland,Europe,Low,5,Logistics,Tier 1,Medium,188668.02,2016-02-14,True,True,Partial
S0801,Argent Systems,Indonesia,Asia,High,25,Metals & Minerals,Tier 1,Medium,121875.62,2019-06-30,True,True,Partial
S0802,Nimbus Components,United States,Americas,Low,5,Components,Tier 1,Medium,164582.32,2023-09-28,True,True,Partial
S0803,Aurora Holdings,China,Asia,High,25,IT Services,Tier 3,Low,45783.92,2017-09-27,True,True,Full
S0804,Aurora Supply,Tunisia,Africa,Medium,15,Chemicals,Tier 2,High,340036.04,2016-12-25,True,True,Partial
S0805,Zenith Logistics,Indonesia,Asia,High,25,Chemicals,Tier 1,Low,420232.46,2018-08-25,True,True,Full
S0806,Eclipse Materials,South Africa,Africa,Medium,15,IT Services,Tier 1,Low,289283.56,2016-03-17,True,True,Partial
S0807,Argent Manufacturing,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 2,High,1080333.35,2022-03-30,True,True,Limited
S0808,Lumen Industries,Mexico,Americas,Medium,15,Tools & Machinery,Tier 1,Medium,195442.46,2019-10-26,True,True,Partial
S0809,Nimbus Services,Vietnam,Asia,High,25,Components,Tier 1,Low,276596.07,2022-02-22,True,True,Limited
S0810,Aurora Systems,Australia,Oceania,Low,5,Chemicals,Tier 1,Low,133163.58,2023-09-28,True,True,Partial
S0811,Cobalt Partners,Philippines,Asia,Medium,15,Components,Tier 1,Low,515641.78,2016-06-02,True,True,Full
S0812,Aurora Systems,South Africa,Africa,Medium,15,Packaging,Tier 3,Low,597924.02,2025-09-04,True,True,Partial
S0813,Helios Services,Thailand,Asia,Medium,15,Metals & Minerals,Tier 2,High,291014.24,2025-10-16,True,True,Limited
S0814,Nimbus Materials,Philippines,Asia,Medium,15,Components,Tier 1,High,1203486.23,2022-01-05,True,True,Limited
S0815,Meridian Partners,Canada,Americas,Low,5,Metals & Minerals,Tier 2,High,1654015.96,2024-02-10,True,True,Limited
S0816,Argent Group,Mexico,Americas,Medium,15,Packaging,Tier 1,Medium,244328.43,2022-07-24,True,True,Limited
S0817,Cobalt Group,United Arab Emirates,Middle East,Medium,15,Facility,Tier 1,Low,121544.75,2025-04-10,True,True,Limited
S0818,Cobalt Systems,Mexico,Americas,Medium,15,Tools & Machinery,Tier 1,Low,182972.22,2018-03-30,True,True,Partial
S0819,Alpine Systems,Canada,Americas,Low,5,Consulting,Tier 2,High,95955.26,2020-05-22,True,True,Limited
S0820,Novatek Logistics,New Zealand,Oceania,Low,5,IT Services,Tier 2,Medium,28692.64,2022-02-15,False,True,Partial
S0821,Novatek Manufacturing,Thailand,Asia,Medium,15,Components,Tier 2,Medium,254978.76,2024-11-11,True,True,Partial
S0822,Zenith Components,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 3,High,298411.13,2022-06-15,True,True,Limited
S0823,Nimbus Industries,Brazil,Americas,Medium,15,Components,Tier 2,High,969291.67,2024-08-10,True,True,Partial
S0824,Argent Group,Mexico,Americas,Medium,15,Tools & Machinery,Tier 2,High,305431.29,2024-06-16,True,True,Limited
S0825,Argent Partners,New Zealand,Oceania,Low,5,Tools & Machinery,Tier 1,Low,313250.98,2023-07-18,True,True,Partial
S0826,Lumen Materials,Taiwan,Asia,Low,5,Components,Tier 2,Medium,381551.99,2020-08-07,True,True,Partial
S0827,Zenith Systems,Switzerland,Europe,Low,5,Packaging,Tier 2,Low,204896.66,2023-10-05,True,True,Partial
S0828,Orion Logistics,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Low,644583.46,2022-07-22,False,True,Limited
S0829,Meridian Group,United Kingdom,Europe,Low,5,IT Services,Tier 2,Medium,159899.11,2025-11-03,True,True,Full
S0830,Meridian Supply,Saudi Arabia,Middle East,Medium,15,Tools & Machinery,Tier 1,High,203006.94,2025-05-14,False,True,Partial
S0831,Helios Services,India,Asia,High,25,Components,Tier 2,Low,419026.23,2024-03-03,True,True,Full
S0832,Lumen Manufacturing,United Kingdom,Europe,Low,5,Consulting,Tier 1,Medium,96656.09,2018-02-18,True,False,Partial
S0833,Nimbus Materials,Italy,Europe,Low,5,Components,Tier 1,High,1542765.97,2023-04-28,True,True,Partial
S0834,Nimbus Materials,South Africa,Africa,Medium,15,Chemicals,Tier 2,High,225145.46,2021-06-02,True,True,Partial
S0835,Cobalt Supply,Switzerland,Europe,Low,5,Components,Tier 1,Medium,434112.89,2018-12-22,True,True,Partial
S0836,Nimbus Holdings,Switzerland,Europe,Low,5,Packaging,Tier 2,High,1774148.58,2021-08-24,True,True,Partial
S0837,Vega Systems,Mexico,Americas,Medium,15,Metals & Minerals,Tier 1,Low,654175.31,2022-05-11,False,True,Partial
S0838,Nimbus Systems,United Arab Emirates,Middle East,Medium,15,Logistics,Tier 2,Low,187663.88,2023-08-10,True,True,Full
S0839,Atlas Manufacturing,Morocco,Africa,Medium,15,Metals & Minerals,Tier 2,Low,272439.99,2016-02-04,True,True,Partial
S0840,Cobalt Logistics,Spain,Europe,Low,5,Metals & Minerals,Tier 2,Low,114290.63,2018-06-19,True,True,Limited
S0841,Eclipse Services,Taiwan,Asia,Low,5,Components,Tier 1,High,484679.14,2023-12-30,True,True,Limited
S0842,Lumen Systems,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,High,290118.47,2018-01-14,True,True,Limited
S0843,Cobalt Group,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,Low,619039.03,2022-02-26,True,True,Full
S0844,Cobalt Supply,Italy,Europe,Low,5,Consulting,Tier 3,Low,145067.48,2017-11-17,True,True,Partial
S0845,Argent Partners,Australia,Oceania,Low,5,Facility,Tier 1,Low,423922.18,2021-07-15,True,True,Limited
S0846,Vega Materials,Saudi Arabia,Middle East,Medium,15,Components,Tier 2,Medium,186859.47,2016-01-20,True,False,Partial
S0847,Lumen Supply,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,Low,191097.44,2025-07-28,True,True,Full
S0848,Argent Systems,Tunisia,Africa,Medium,15,Components,Tier 3,Low,390935.86,2019-09-04,True,True,Partial
S0849,Cobalt Services,China,Asia,High,25,Packaging,Tier 3,Medium,52011.67,2019-01-20,True,False,Partial
S0850,Aurora Services,Taiwan,Asia,Low,5,Consulting,Tier 3,Medium,74551.87,2024-10-04,True,True,Limited
S0851,Zenith Group,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,High,2280789.18,2024-11-08,True,True,Full
S0852,Orion Supply,Germany,Europe,Low,5,Metals & Minerals,Tier 1,Low,260081.0,2021-12-04,True,True,Limited
S0853,Lumen Supply,Brazil,Americas,Medium,15,Packaging,Tier 1,Medium,52329.07,2022-12-14,True,True,Full
S0854,Helios Group,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Low,87536.43,2016-01-12,True,True,Partial
S0855,Lumen Components,United Arab Emirates,Middle East,Medium,15,Components,Tier 1,Medium,105654.78,2023-12-08,True,True,Limited
S0856,Nimbus Supply,Malaysia,Asia,Medium,15,IT Services,Tier 1,Low,446889.79,2016-12-05,True,True,Full
S0857,Aurora Holdings,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,Low,104664.31,2022-06-02,True,True,Partial
S0858,Argent Holdings,France,Europe,Low,5,Logistics,Tier 3,Low,818948.53,2016-08-24,True,True,Partial
S0859,Orion Materials,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Low,1229533.42,2021-08-08,True,True,Partial
S0860,Lumen Manufacturing,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,High,2851441.75,2022-01-11,True,True,Partial
S0861,Vega Logistics,Philippines,Asia,Medium,15,Chemicals,Tier 1,High,590812.3,2018-09-11,True,True,Full
S0862,Cobalt Group,Australia,Oceania,Low,5,IT Services,Tier 1,Low,261456.07,2024-03-30,True,True,Partial
S0863,Argent Systems,Australia,Oceania,Low,5,IT Services,Tier 2,Medium,71892.12,2016-08-01,True,True,Partial
S0864,Argent Components,South Korea,Asia,Low,5,IT Services,Tier 2,Low,137968.61,2019-05-04,True,True,Limited
S0865,Eclipse Components,Australia,Oceania,Low,5,Metals & Minerals,Tier 1,Low,625037.74,2023-11-18,True,True,Limited
S0866,Argent Manufacturing,Germany,Europe,Low,5,Components,Tier 1,Low,768888.72,2021-03-03,True,True,Full
S0867,Alpine Services,China,Asia,High,25,Packaging,Tier 2,Medium,55499.53,2019-04-12,True,True,Limited
S0868,Argent Partners,Switzerland,Europe,Low,5,Metals & Minerals,Tier 2,Low,260670.09,2020-05-03,True,True,Partial
S0869,Cascade Manufacturing,Brazil,Americas,Medium,15,Metals & Minerals,Tier 1,Low,335143.08,2021-12-23,True,False,Limited
S0870,Nimbus Manufacturing,Canada,Americas,Low,5,Facility,Tier 1,Low,147650.31,2023-05-09,True,True,Limited
S0871,Novatek Manufacturing,Italy,Europe,Low,5,Packaging,Tier 3,Low,46623.86,2022-05-11,True,True,Full
S0872,Argent Systems,Morocco,Africa,Medium,15,Packaging,Tier 1,Medium,717317.65,2023-11-07,True,False,Limited
S0873,Argent Services,India,Asia,High,25,Metals & Minerals,Tier 1,Medium,298722.43,2024-05-23,False,True,Partial
S0874,Cobalt Materials,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 3,Low,49102.52,2019-11-01,True,True,Full
S0875,Novatek Partners,United Kingdom,Europe,Low,5,Components,Tier 2,Low,1374509.47,2017-11-04,True,False,Full
S0876,Eclipse Industries,France,Europe,Low,5,Consulting,Tier 1,Low,559385.88,2019-08-15,True,True,Limited
S0877,Atlas Services,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Medium,400779.37,2018-12-26,True,True,Full
S0878,Lumen Supply,Singapore,Asia,Low,5,Metals & Minerals,Tier 2,Low,73953.14,2025-05-26,True,True,Partial
S0879,Zenith Holdings,South Korea,Asia,Low,5,Metals & Minerals,Tier 3,Medium,160306.88,2024-09-20,False,True,Limited
S0880,Cascade Components,Philippines,Asia,Medium,15,Chemicals,Tier 3,Medium,29538.64,2024-05-31,True,True,Partial
S0881,Lumen Services,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,Low,540007.03,2020-07-30,True,True,Full
S0882,Cascade Manufacturing,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 1,Low,106280.74,2020-10-28,False,True,Full
S0883,Novatek Materials,Turkey,Europe/Asia,Medium,15,Components,Tier 1,Low,350265.05,2020-05-13,True,True,Partial
S0884,Cobalt Partners,Singapore,Asia,Low,5,Facility,Tier 1,Low,671857.32,2023-04-16,True,True,Partial
S0885,Helios Supply,United Arab Emirates,Middle East,Medium,15,IT Services,Tier 3,Low,65345.73,2022-02-05,True,True,Partial
S0886,Lumen Materials,Turkey,Europe/Asia,Medium,15,Components,Tier 3,Low,338640.33,2017-05-09,True,True,Partial
S0887,Nimbus Group,New Zealand,Oceania,Low,5,Logistics,Tier 3,High,312414.13,2025-07-23,True,True,Limited
S0888,Aurora Partners,New Zealand,Oceania,Low,5,IT Services,Tier 1,Low,434324.22,2016-09-08,True,False,Full
S0889,Lumen Manufacturing,Philippines,Asia,Medium,15,Tools & Machinery,Tier 2,Low,280917.18,2018-08-13,True,True,Partial
S0890,Eclipse Services,South Korea,Asia,Low,5,Components,Tier 2,Medium,258590.09,2018-06-20,True,False,Full
S0891,Eclipse Logistics,Tunisia,Africa,Medium,15,Facility,Tier 2,Low,115415.96,2018-09-19,False,True,Full
S0892,Cascade Logistics,Vietnam,Asia,High,25,Components,Tier 2,Low,408329.95,2023-08-03,True,True,Full
S0893,Helios Industries,Taiwan,Asia,Low,5,Packaging,Tier 1,Medium,537213.49,2016-08-26,True,True,Partial
S0894,Zenith Holdings,Singapore,Asia,Low,5,IT Services,Tier 1,Low,131019.46,2020-11-14,True,True,Limited
S0895,Lumen Holdings,Indonesia,Asia,High,25,Facility,Tier 3,Medium,15211.77,2019-06-21,True,True,Full
S0896,Zenith Services,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Medium,726282.02,2024-12-28,True,True,Full
S0897,Cobalt Components,India,Asia,High,25,Metals & Minerals,Tier 2,Medium,321107.43,2025-05-12,True,True,Limited
S0898,Vega Manufacturing,India,Asia,High,25,Metals & Minerals,Tier 2,Low,459865.72,2016-07-09,True,True,Limited
S0899,Orion Partners,Malaysia,Asia,Medium,15,Packaging,Tier 1,High,74605.31,2023-04-21,True,False,Limited
S0900,Cobalt Manufacturing,Spain,Europe,Low,5,Packaging,Tier 1,High,170546.2,2025-10-21,True,True,Partial
S0901,Helios Services,France,Europe,Low,5,Facility,Tier 3,Low,199711.44,2017-12-24,False,True,Partial
S0902,Alpine Materials,Indonesia,Asia,High,25,Components,Tier 1,Low,131271.87,2021-08-25,True,True,Full
S0903,Argent Manufacturing,Spain,Europe,Low,5,Chemicals,Tier 1,High,378188.34,2022-01-30,True,True,Full
S0904,Meridian Services,Switzerland,Europe,Low,5,Metals & Minerals,Tier 1,High,556792.44,2019-06-29,True,True,Partial
S0905,Zenith Manufacturing,United Arab Emirates,Middle East,Medium,15,Components,Tier 2,Medium,169103.32,2024-07-01,True,True,Partial
S0906,Novatek Group,Japan,Asia,Low,5,Packaging,Tier 2,Low,72350.61,2021-08-10,True,True,Partial
S0907,Argent Industries,Turkey,Europe/Asia,Medium,15,Logistics,Tier 3,High,75099.06,2024-08-05,True,True,Limited
