supplier_id,supplier_name,category,country,region,annual_spend_chf,risk_score,risk_class,recommended_action,esg_completeness,data_source,last_update
S0515,Eclipse Group,Chemicals,South Korea,Asia,261064.78,33.1492,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-09-08
S0516,Cobalt Materials,Components,Indonesia,Asia,869279.71,78.06920000000001,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-10-04
S0517,Orion Systems,Logistics,Morocco,Africa,502017.06,36.1356,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-04-29
S0518,Atlas Partners,Facility,Italy,Europe,244218.65,39.7556,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-11-04
S0519,Orion Manufacturing,IT Services,Philippines,Asia,417988.11,66.5652,Medium Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-11-01
S0520,Nimbus Holdings,Packaging,Philippines,Asia,273475.66,56.3004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-07-03
S0521,Cobalt Industries,Logistics,Malaysia,Asia,121029.14,77.85079999999999,High Risk,Request signature/commitment before continuation,0.6666666666666666,Supplier Questionnaire,2024-09-08
S0522,Argent Components,Chemicals,United States,Americas,118965.41,57.31320000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-01
S0523,Zenith Group,Metals & Minerals,Philippines,Asia,480891.05,63.08,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-11-10
S0524,Eclipse Logistics,IT Services,Morocco,Africa,118815.71,61.3772,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-09-11
S0525,Novatek Manufacturing,Chemicals,Taiwan,Asia,123265.56,69.9512,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2024-01-26
S0526,Helios Partners,Logistics,Tunisia,Africa,168914.72,42.1296,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2025-08-08
S0527,Zenith Components,Tools & Machinery,Mexico,Americas,510081.49,91.497,High Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2025-09-20
S0528,Aurora Supply,Components,Singapore,Asia,1717778.1,38.8496,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-12-22
S0529,Eclipse Partners,IT Services,Tunisia,Africa,129149.26,78.15280000000001,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-01-28
S0530,Eclipse Materials,Facility,Switzerland,Europe,574906.46,26.320800000000006,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-09-09
S0531,Novatek Manufacturing,Components,China,Asia,582319.51,79.6531,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Supplier Questionnaire,2024-01-01
S0532,Vega Services,Components,Taiwan,Asia,565366.44,49.934,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-06-19
S0533,Cascade Partners,Facility,Spain,Europe,113874.6,51.7744,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Internal Assessment,2025-10-01
S0534,Aurora Manufacturing,Chemicals,France,Europe,190093.63,42.1876,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-08-29
S0535,Zenith Group,Consulting,United Kingdom,Europe,117664.52,51.0296,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-04-29
S0536,Helios Partners,Tools & Machinery,China,Asia,204507.66,68.99510000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-04-08
S0537,Cascade Logistics,Components,India,Asia,228963.96,57.2501,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-05-03
S0538,Novatek Group,Logistics,United Kingdom,Europe,220085.08,32.2992,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-11-13
S0539,Lumen Components,Facility,South Korea,Asia,569445.99,48.708,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-10-02
S0540,Argent Materials,Metals & Minerals,Saudi Arabia,Middle East,339713.25,50.6908,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-26
S0541,Argent Services,Chemicals,China,Asia,51102.51,72.1272,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-08-04
S0542,Novatek Logistics,Packaging,United Arab Emirates,Middle East,44844.62,49.5172,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-04-23
S0543,Zenith Logistics,Chemicals,China,Asia,71898.72,71.2504,High Risk,Prioritize for audit and mitigation plan,1.0,Internal Assessment,2024-01-30
S0544,Lumen Partners,Metals & Minerals,Morocco,Africa,1009682.16,73.7497,High Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-02-01
S0545,Helios Group,Consulting,United Kingdom,Europe,58440.04,49.378600000000006,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-12-17
S0546,Lumen Holdings,Components,Philippines,Asia,611643.14,49.135,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-09-07
S0547,Argent Logistics,Packaging,Indonesia,Asia,177971.38,73.4212,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Supplier Questionnaire,2024-02-20
S0548,Cobalt Group,IT Services,Philippines,Asia,150340.7,58.3696,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-04-09
S0549,Helios Components,Components,United Kingdom,Europe,105665.87,48.6956,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-10-05
S0550,Eclipse Supply,Components,United Kingdom,Europe,329369.18,38.27160000000001,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-06-22
S0551,Aurora Manufacturing,Components,Italy,Europe,295217.75,31.599199999999996,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-09-21
S0552,Cascade Manufacturing,Metals & Minerals,Malaysia,Asia,474540.23,57.4956,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-12-08
S0553,Orion Holdings,Consulting,India,Asia,59800.45,58.56580000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-19
S0554,Meridian Services,Packaging,Philippines,Asia,702567.23,85.0677,High Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2024-02-10
S0555,Alpine Partners,Logistics,China,Asia,181981.69,60.6392,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-04-17
S0556,Zenith Manufacturing,Facility,Saudi Arabia,Middle East,234544.96,58.2596,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-10-26
S0557,Nimbus Partners,Metals & Minerals,Brazil,Americas,598771.64,66.1276,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Internal Assessment,2025-11-07
S0558,Nimbus Systems,Components,South Africa,Africa,1036934.56,49.071600000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-02-03
S0559,Eclipse Logistics,Logistics,Canada,Americas,161894.15,51.93840000000001,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2024-05-01
S0560,Argent Holdings,Components,South Africa,Africa,631378.22,45.3892,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-09-28
S0561,Aurora Materials,Components,China,Asia,208426.87,65.6483,Medium Risk,Immediate corrective action + 30-day follow-up,0.6666666666666666,Supplier Questionnaire,2024-02-06
S0562,Zenith Manufacturing,Packaging,South Korea,Asia,687455.48,40.3112,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-06-14
S0563,Zenith Group,Packaging,Morocco,Africa,153271.26,62.78920000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-02
S0564,Zenith Components,Logistics,Germany,Europe,151019.21,45.998000000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-09-13
S0565,Eclipse Systems,Facility,Tunisia,Africa,113897.39,48.7128,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-09-06
S0566,Meridian Partners,Packaging,United States,Americas,30511.18,32.513999999999996,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-09-22
S0567,Helios Components,Metals & Minerals,Vietnam,Asia,249349.87,60.0824,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-10-15
S0568,Alpine Holdings,Packaging,Malaysia,Asia,23409.48,49.0604,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-05-06
S0569,Lumen Holdings,IT Services,United Arab Emirates,Middle East,259398.61,50.734399999999994,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-16
S0570,Zenith Supply,Tools & Machinery,Turkey,Europe/Asia,327106.31,64.3728,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-28
S0571,Argent Components,Packaging,Spain,Europe,75088.23,51.0576,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-12-07
S0572,Aurora Partners,IT Services,Switzerland,Europe,156659.65,48.1944,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-10-17
S0573,Vega Partners,Packaging,South Korea,Asia,162286.4,42.0676,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-03-31
S0574,Lumen Partners,Metals & Minerals,United Kingdom,Europe,141742.26,34.7124,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-09-04
S0575,Helios Systems,Facility,Tunisia,Africa,115926.28,59.410000000000004,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-06-17
S0576,Nimbus Systems,Chemicals,Thailand,Asia,166293.35,50.054,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-04-18
S0577,Novatek Supply,Metals & Minerals,Turkey,Europe/Asia,293817.9,64.32759999999999,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-10-14
S0578,Vega Logistics,Components,China,Asia,207496.54,59.0968,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-05
S0579,Meridian Supply,Components,France,Europe,136576.81,55.434000000000005,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-04-30
S0580,Argent Industries,Chemicals,India,Asia,129977.91,85.52,High Risk,Request signature/commitment before continuation,0.6666666666666666,Internal Assessment,2025-04-08
S0581,Eclipse Supply,IT Services,Saudi Arabia,Middle East,103058.99,54.3716,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-02-12
S0582,Orion Partners,Facility,Italy,Europe,257317.56,31.1956,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-11-13
S0583,Nimbus Supply,Logistics,Taiwan,Asia,423778.17,39.9512,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-08-09
S0584,Meridian Services,Chemicals,United Kingdom,Europe,341023.59,19.607200000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-03-14
S0585,Argent Services,Components,New Zealand,Oceania,244111.1,54.432,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-06-15
S0586,Cobalt Manufacturing,Components,Philippines,Asia,213396.65,43.559999999999995,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-03-07
S0587,Alpine Logistics,Metals & Minerals,Tunisia,Africa,732788.16,61.442,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-12-23
S0588,Eclipse Partners,Components,Canada,Americas,595165.5,65.928,Medium Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2025-01-14
S0589,Vega Components,Tools & Machinery,Indonesia,Asia,1027226.09,57.0368,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-11-15
S0590,Atlas Manufacturing,Components,Canada,Americas,419381.82,35.113600000000005,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-09-10
S0591,Alpine Holdings,Packaging,United Kingdom,Europe,554738.5,51.4216,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-11-02
S0592,Cascade Supply,Metals & Minerals,Tunisia,Africa,419486.23,48.1884,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-06-24
S0593,Alpine Logistics,Facility,Australia,Oceania,82153.66,62.7032,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-03-24
S0594,Argent Group,Metals & Minerals,Vietnam,Asia,243129.3,61.140800000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-11-09
S0595,Atlas Supply,Facility,India,Asia,247277.98,53.7274,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-07-15
S0596,Orion Materials,Logistics,China,Asia,102851.35,70.3237,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-03-28
S0597,Novatek Components,Logistics,China,Asia,648251.84,64.0668,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-11-03
S0598,Atlas Services,Components,Germany,Europe,507634.15,37.4148,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2025-02-25
S0599,Zenith Manufacturing,Components,United States,Americas,369113.75,43.4972,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-09-24
S0600,Cascade Supply,Metals & Minerals,Philippines,Asia,394148.26,54.3172,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-06
S0601,Atlas Supply,Facility,Italy,Europe,132468.32,21.5776,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-11-28
S0602,Aurora Partners,Packaging,Brazil,Americas,42835.94,39.050000000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-07-24
S0603,Eclipse Industries,IT Services,China,Asia,71873.86,100.0,High Risk,Immediate corrective action + 30-day follow-up,1.0,Internal Assessment,2025-10-28
S0604,Alpine Supply,Metals & Minerals,Mexico,Americas,1261291.52,43.6624,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-01
S0605,Meridian Systems,IT Services,Tunisia,Africa,264883.7,48.2532,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-03-13
S0606,Eclipse Supply,Components,Tunisia,Africa,1323962.42,53.298,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-28
S0607,Aurora Services,Components,United Kingdom,Europe,551622.44,61.8736,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-02-28
S0608,Eclipse Logistics,Components,China,Asia,347198.03,61.078399999999995,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-04
S0609,Aurora Components,Metals & Minerals,United Arab Emirates,Middle East,603387.97,74.7492,High Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2024-08-14
S0610,Cascade Systems,Components,Spain,Europe,101452.26,27.224800000000002,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-08-07
S0611,Eclipse Materials,Components,Japan,Asia,1166699.8,60.6912,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2025-03-26
S0612,Meridian Partners,IT Services,United States,Americas,490937.98,38.5912,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-12-08
S0613,Helios Partners,Packaging,Spain,Europe,157069.12,47.120400000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-11-06
S0614,Meridian Group,Consulting,Thailand,Asia,200493.88,56.2919,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-26
S0615,Novatek Supply,Components,South Africa,Africa,298192.69,50.8184,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-10-10
S0616,Novatek Components,Components,Spain,Europe,777719.85,44.4016,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-11-13
S0617,Lumen Services,Metals & Minerals,Japan,Asia,663853.21,32.510400000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-08-30
S0618,Alpine Logistics,Chemicals,United Kingdom,Europe,16666.67,27.306800000000003,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-11-09
S0619,Cobalt Holdings,Components,South Africa,Africa,227745.87,72.20179999999999,High Risk,Prioritize for audit and mitigation plan,1.0,Third-party Rating,2024-10-09
S0620,Cascade Group,IT Services,China,Asia,90377.33,85.3434,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-12-18
S0621,Zenith Industries,Components,Taiwan,Asia,108033.13,44.6544,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-08-08
S0622,Argent Industries,Metals & Minerals,Vietnam,Asia,1450070.04,63.0732,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-11
S0623,Zenith Logistics,Components,Thailand,Asia,469022.3,60.043600000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-11-20
S0624,Lumen Manufacturing,Metals & Minerals,India,Asia,839107.12,80.8375,High Risk,Prioritize for audit and mitigation plan,1.0,Internal Assessment,2024-02-12
S0625,Nimbus Services,Facility,Germany,Europe,173071.06,48.8172,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Supplier Questionnaire,2024-10-18
S0626,Atlas Systems,Metals & Minerals,India,Asia,205267.07,81.1364,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-10-07
S0627,Eclipse Group,Chemicals,South Korea,Asia,39823.62,46.9652,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-05-26
S0628,Meridian Services,Chemicals,Taiwan,Asia,184889.11,40.8896,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-01-06
S0629,Aurora Logistics,Tools & Machinery,Indonesia,Asia,230272.05,60.83460000000001,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-12-15
S0630,Vega Logistics,Facility,Taiwan,Asia,123080.49,47.4508,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-10-26
S0631,Vega Systems,Packaging,Switzerland,Europe,106956.02,32.9752,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-11-29
S0632,Lumen Partners,Packaging,China,Asia,857175.87,71.594,High Risk,Prioritize for audit and mitigation plan,1.0,Third-party Rating,2025-12-06
S0633,Lumen Holdings,Chemicals,Saudi Arabia,Middle East,371099.97,59.3128,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-02-20
S0634,Aurora Holdings,IT Services,Saudi Arabia,Middle East,197014.25,57.412,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-10-02
S0635,Meridian Industries,IT Services,Japan,Asia,153694.02,37.7184,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-12-10
S0636,Helios Logistics,Facility,Germany,Europe,252767.62,58.0576,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-12-08
S0637,Vega Industries,Metals & Minerals,China,Asia,546915.99,73.888,High Risk,Prioritize for audit and mitigation plan,1.0,Third-party Rating,2024-08-05
S0638,Zenith Logistics,Logistics,Italy,Europe,99175.26,47.080400000000004,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-06-15
S0639,Vega Manufacturing,IT Services,South Africa,Africa,338765.07,65.2818,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2025-12-22
S0640,Novatek Industries,Facility,Vietnam,Asia,214741.61,66.4459,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-12
S0641,Nimbus Industries,Metals & Minerals,Italy,Europe,1617897.77,53.9744,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-07-24
S0642,Helios Logistics,Components,Turkey,Europe/Asia,272193.02,59.6236,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-03-18
S0643,Vega Industries,Logistics,Brazil,Americas,394962.56,44.412400000000005,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-11-11
S0644,Lumen Materials,Metals & Minerals,Saudi Arabia,Middle East,155831.82,67.7432,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-10-11
S0645,Meridian Industries,Metals & Minerals,China,Asia,347821.89,81.6168,High Risk,Prioritize for audit and mitigation plan,1.0,Internal Assessment,2024-07-22
S0646,Atlas Services,Logistics,Saudi Arabia,Middle East,752551.78,51.09440000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-22
S0647,Vega Holdings,Consulting,Germany,Europe,326457.22,58.943200000000004,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2024-07-07
S0648,Aurora Group,Components,Tunisia,Africa,532321.48,69.9994,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-08-09
S0649,Helios Services,Packaging,Germany,Europe,1113181.25,50.3404,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Supplier Questionnaire,2024-01-11
S0650,Orion Components,Metals & Minerals,United Arab Emirates,Middle East,341930.34,63.8052,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-05-20
S0651,Cascade Partners,Tools & Machinery,Turkey,Europe/Asia,737011.8,63.8044,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-05-03
S0652,Aurora Industries,Consulting,Japan,Asia,420678.53,17.339199999999998,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-06-14
S0653,Argent Logistics,Chemicals,Japan,Asia,511051.83,36.3728,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2025-03-22
S0654,Atlas Manufacturing,Logistics,Switzerland,Europe,104081.27,37.315599999999996,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-05-04
S0655,Novatek Partners,Metals & Minerals,Japan,Asia,340151.6,40.932,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-12-19
S0656,Aurora Holdings,Logistics,Morocco,Africa,338748.61,51.817600000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-06
S0657,Alpine Supply,Components,New Zealand,Oceania,1302018.58,28.616400000000006,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-07-09
S0658,Atlas Logistics,Components,South Africa,Africa,699953.72,79.088,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-12-06
S0659,Cobalt Holdings,Chemicals,Turkey,Europe/Asia,358275.48,61.1832,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-09-25
S0660,Zenith Manufacturing,Metals & Minerals,Spain,Europe,113988.42,37.46360000000001,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-09-28
S0661,Argent Systems,Components,China,Asia,451535.91,73.63400000000001,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-06-27
S0662,Cobalt Materials,Chemicals,Turkey,Europe/Asia,415836.12,65.524,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-10-15
S0663,Atlas Partners,Facility,Brazil,Americas,120454.05,56.8541,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-05-17
S0664,Orion Manufacturing,Metals & Minerals,Malaysia,Asia,362551.06,50.5628,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-02-07
S0665,Atlas Partners,Metals & Minerals,Tunisia,Africa,1282166.02,65.6052,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-12-24
S0666,Vega Holdings,Components,South Korea,Asia,154564.9,67.7356,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-08-13
S0667,Lumen Holdings,Components,India,Asia,214762.48,52.0336,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-18
S0668,Vega Systems,Chemicals,Singapore,Asia,56473.58,36.0804,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-06-06
S0669,Novatek Components,Metals & Minerals,United Arab Emirates,Middle East,1331836.65,47.0536,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-03-11
S0670,Argent Services,Tools & Machinery,Japan,Asia,803161.45,58.2572,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-09-06
S0671,Meridian Partners,Logistics,Germany,Europe,303426.13,37.07,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-02-01
S0672,Nimbus Holdings,Metals & Minerals,France,Europe,441792.63,44.11000000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-06-23
S0673,Orion Components,IT Services,Tunisia,Africa,45516.18,63.4396,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-24
S0674,Orion Industries,Components,Thailand,Asia,62402.18,64.9063,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-11-27
S0675,Orion Systems,IT Services,Germany,Europe,788132.8,55.2709,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Third-party Rating,2024-07-13
S0676,Eclipse Group,Packaging,United Arab Emirates,Middle East,255538.23,35.7392,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-09-18
S0677,Argent Components,Chemicals,Thailand,Asia,298684.43,51.095200000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-02-14
S0678,Argent Services,Logistics,South Korea,Asia,203811.97,39.772000000000006,Low Risk,Approved; monitor annually,0.3333333333333333,Supplier Questionnaire,2025-05-21
S0679,Zenith Logistics,Logistics,Italy,Europe,57875.27,56.385600000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-11-21
S0680,Lumen Supply,Logistics,India,Asia,130022.13,51.0318,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-21
S0681,Cobalt Manufacturing,IT Services,Japan,Asia,62730.82,47.336400000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-24
S0682,Orion Industries,Tools & Machinery,Vietnam,Asia,148091.54,60.2216,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-07-19
S0683,Orion Holdings,Tools & Machinery,South Korea,Asia,634499.46,52.355500000000006,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-02-19
S0684,Helios Logistics,IT Services,France,Europe,46332.53,31.217999999999996,Low Risk,Approved; monitor annually,0.6666666666666666,Third-party Rating,2024-02-07
S0685,Vega Materials,Metals & Minerals,Mexico,Americas,261051.0,62.79730000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-01-03
S0686,Cascade Industries,Packaging,Japan,Asia,115586.51,50.3752,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-12-04
S0687,Nimbus Group,Consulting,Turkey,Europe/Asia,115095.5,61.0092,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-08-12
