supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level,env_score,social_score,governance_score,last_update,data_source,audited,audit_date,audit_score,non_compliance_level,action_deadline_days,audited_by_third_party,incident_penalty,esg_fields_present,esg_completeness,env_score_imputed,social_score_imputed,governance_score_imputed,dependency_penalty,tier_penalty,traceability_penalty,charter_penalty,made_in_penalty,audit_penalty,risk_score,risk_class,spend_exposure_class,recommended_action
S0802,Nimbus Components,United States,Americas,Low,5,Components,Tier 1,Medium,164582.32,2023-09-28,True,True,Partial,82.83,31.7,68.64,2024-12-23,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,82.83,31.7,68.64,2,0,4,0,0,2.0,52.912800000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0803,Aurora Holdings,China,Asia,High,25,IT Services,Tier 3,Low,45783.92,2017-09-27,True,True,Full,59.79,56.5,44.78,2024-12-25,Third-party Rating,True,2025-10-05,70.1,None,365.0,True,15.0,3,1.0,59.79,56.5,44.78,0,8,0,0,0,0.0,76.3292,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0804,Aurora Supply,Tunisia,Africa,Medium,15,Chemicals,Tier 2,High,340036.04,2016-12-25,True,True,Partial,57.22,44.94,71.77,2025-08-02,Third-party Rating,True,2025-10-13,77.05,None,365.0,True,0.0,3,1.0,57.22,44.94,71.77,5,4,4,0,0,0.0,64.286,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0805,Zenith Logistics,Indonesia,Asia,High,25,Chemicals,Tier 1,Low,420232.46,2018-08-25,True,True,Full,42.1,56.96,63.61,2025-11-23,Supplier Questionnaire,True,2024-03-05,49.71,Minor,180.0,True,0.0,3,1.0,42.1,56.96,63.61,0,0,0,0,0,12.0725,70.8953,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0806,Eclipse Materials,South Africa,Africa,Medium,15,IT Services,Tier 1,Low,289283.56,2016-03-17,True,True,Partial,65.0,54.39,65.31,2024-12-02,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.0,54.39,65.31,0,0,4,0,0,6.0,57.394800000000004,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0807,Argent Manufacturing,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 2,High,1080333.35,2022-03-30,True,True,Limited,75.86,45.61,49.55,2024-11-22,Supplier Questionnaire,False,,,,,False,12.0,3,1.0,75.86,45.61,49.55,5,4,10,0,0,2.0,75.00919999999999,High Risk,High Spend,Prioritize for audit and mitigation plan
S0808,Lumen Industries,Mexico,Americas,Medium,15,Tools & Machinery,Tier 1,Medium,195442.46,2019-10-26,True,True,Partial,76.39,63.81,73.39,2024-07-07,Internal Assessment,False,,,,,False,0.0,3,1.0,76.39,63.81,73.39,2,0,4,0,0,6.0,49.852000000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0809,Nimbus Services,Vietnam,Asia,High,25,Components,Tier 1,Low,276596.07,2022-02-22,True,True,Limited,58.37,39.85,51.35,2025-06-01,Third-party Rating,False,,,,,False,7.0,3,1.0,58.37,39.85,51.35,0,0,10,0,0,6.0,84.8844,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0810,Aurora Systems,Australia,Oceania,Low,5,Chemicals,Tier 1,Low,133163.58,2023-09-28,True,True,Partial,81.52,70.32,72.97,2025-07-20,Supplier Questionnaire,True,2024-10-12,89.9,None,365.0,True,7.0,3,1.0,81.52,70.32,72.97,0,0,4,0,0,0.0,36.29600000000001,Low Risk,Low Spend,Approved; monitor annually
S0811,Cobalt Partners,Philippines,Asia,Medium,15,Components,Tier 1,Low,515641.78,2016-06-02,True,True,Full,76.56,42.03,77.94,2024-02-08,Supplier Questionnaire,True,2025-04-01,86.76,None,365.0,True,0.0,3,1.0,76.56,42.03,77.94,0,0,0,0,0,0.0,45.0604,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0812,Aurora Systems,South Africa,Africa,Medium,15,Packaging,Tier 3,Low,597924.02,2025-09-04,True,True,Partial,,54.74,67.73,2025-09-30,Supplier Questionnaire,True,2024-07-25,56.62,Minor,180.0,True,0.0,2,0.6666666666666666,72.38,54.74,67.73,0,8,4,0,0,10.345,66.759,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0813,Helios Services,Thailand,Asia,Medium,15,Metals & Minerals,Tier 2,High,291014.24,2025-10-16,True,True,Limited,78.2,52.51,67.65,2024-04-02,Supplier Questionnaire,True,2025-06-08,68.46,None,365.0,True,0.0,3,1.0,78.2,52.51,67.65,5,4,10,0,0,0.38500000000000156,63.087,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0814,Nimbus Materials,Philippines,Asia,Medium,15,Components,Tier 1,High,1203486.23,2022-01-05,True,True,Limited,65.2,,53.04,2024-02-29,Supplier Questionnaire,True,2025-01-02,59.45,None,365.0,False,19.0,2,0.6666666666666666,65.2,65.88,53.04,5,0,10,0,0,2.6374999999999993,74.75670000000001,High Risk,High Spend,Prioritize for audit and mitigation plan
S0815,Meridian Partners,Canada,Americas,Low,5,Metals & Minerals,Tier 2,High,1654015.96,2024-02-10,True,True,Limited,70.37,71.89,68.76,2024-07-15,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,70.37,71.89,68.76,5,4,10,0,0,2.0,53.2872,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0816,Argent Group,Mexico,Americas,Medium,15,Packaging,Tier 1,Medium,244328.43,2022-07-24,True,True,Limited,74.98,77.08,,2025-12-23,Supplier Questionnaire,True,2024-08-24,81.52,None,365.0,True,0.0,2,0.6666666666666666,74.98,77.08,69.13,2,0,10,0,0,0.0,46.302,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0817,Cobalt Group,United Arab Emirates,Middle East,Medium,15,Facility,Tier 1,Low,121544.75,2025-04-10,True,True,Limited,75.69,50.76,69.29,2025-01-07,Supplier Questionnaire,False,,,,,False,15.0,3,1.0,75.69,50.76,69.29,0,0,10,0,0,6.0,68.83,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0818,Cobalt Systems,Mexico,Americas,Medium,15,Tools & Machinery,Tier 1,Low,182972.22,2018-03-30,True,True,Partial,,55.27,65.82,2024-07-26,Third-party Rating,False,,,,,False,3.0,2,0.6666666666666666,70.45,55.27,65.82,0,0,4,0,0,6.0,57.0036,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0819,Alpine Systems,Canada,Americas,Low,5,Consulting,Tier 2,High,95955.26,2020-05-22,True,True,Limited,84.51,61.16,60.74,2024-01-14,Supplier Questionnaire,True,2024-08-31,78.84,None,365.0,False,7.0,3,1.0,84.51,61.16,60.74,5,4,10,0,0,0.0,58.0364,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0820,Novatek Logistics,New Zealand,Oceania,Low,5,IT Services,Tier 2,Medium,28692.64,2022-02-15,False,True,Partial,72.76,61.62,57.06,2025-11-12,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,72.76,61.62,57.06,2,4,4,12,0,2.0,63.47,Medium Risk,Low Spend,Request signature/commitment before continuation
S0821,Novatek Manufacturing,Thailand,Asia,Medium,15,Components,Tier 2,Medium,254978.76,2024-11-11,True,True,Partial,77.66,68.37,47.4,2024-03-20,Internal Assessment,False,,,,,False,0.0,3,1.0,77.66,68.37,47.4,2,4,4,0,0,6.0,59.9892,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0822,Zenith Components,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 3,High,298411.13,2022-06-15,True,True,Limited,56.71,63.55,62.54,2024-05-02,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,56.71,63.55,62.54,5,8,10,0,0,6.0,75.9384,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0823,Nimbus Industries,Brazil,Americas,Medium,15,Components,Tier 2,High,969291.67,2024-08-10,True,True,Partial,40.75,,72.78,2025-02-27,Third-party Rating,True,2025-01-13,71.76,None,365.0,True,0.0,2,0.6666666666666666,40.75,65.88,72.78,5,4,4,0,0,0.0,60.19840000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0824,Argent Group,Mexico,Americas,Medium,15,Tools & Machinery,Tier 2,High,305431.29,2024-06-16,True,True,Limited,66.49,55.36,62.51,2024-02-15,Third-party Rating,True,2024-11-28,45.83,Major,30.0,True,0.0,3,1.0,66.49,55.36,62.51,5,4,10,0,0,21.0425,87.52810000000001,High Risk,Medium Spend,Immediate corrective action + 30-day follow-up
S0825,Argent Partners,New Zealand,Oceania,Low,5,Tools & Machinery,Tier 1,Low,313250.98,2023-07-18,True,True,Partial,83.71,82.39,77.18,2024-04-22,Supplier Questionnaire,True,2025-11-05,76.75,None,365.0,False,0.0,3,1.0,83.71,82.39,77.18,0,0,4,0,0,0.0,25.657600000000002,Low Risk,Medium Spend,Approved; monitor annually
S0826,Lumen Materials,Taiwan,Asia,Low,5,Components,Tier 2,Medium,381551.99,2020-08-07,True,True,Partial,70.58,55.44,65.54,2024-09-28,Third-party Rating,False,,,,,False,0.0,3,1.0,70.58,55.44,65.54,2,4,4,0,0,2.0,51.8388,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0827,Zenith Systems,Switzerland,Europe,Low,5,Packaging,Tier 2,Low,204896.66,2023-10-05,True,True,Partial,,47.78,74.72,2024-02-10,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,72.38,47.78,74.72,0,4,4,0,0,2.0,49.461200000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0828,Orion Logistics,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Low,644583.46,2022-07-22,False,True,Limited,72.64,60.59,63.36,2025-09-02,Third-party Rating,False,,,,,False,0.0,3,1.0,72.64,60.59,63.36,0,0,10,12,0,2.0,61.8996,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0829,Meridian Group,United Kingdom,Europe,Low,5,IT Services,Tier 2,Medium,159899.11,2025-11-03,True,True,Full,98.0,84.32,,2024-05-24,Third-party Rating,True,2024-01-18,94.43,Minor,180.0,True,0.0,2,0.6666666666666666,98.0,84.32,68.87,2,4,0,0,0,7.0,32.5436,Low Risk,Low Spend,Approved; monitor annually
S0830,Meridian Supply,Saudi Arabia,Middle East,Medium,15,Tools & Machinery,Tier 1,High,203006.94,2025-05-14,False,True,Partial,72.33,72.42,47.85,2024-06-02,Third-party Rating,True,2024-06-09,98.0,None,365.0,True,7.0,3,1.0,72.33,72.42,47.85,5,0,4,12,0,0.0,68.5676,Medium Risk,Low Spend,Request signature/commitment before continuation
S0831,Helios Services,India,Asia,High,25,Components,Tier 2,Low,419026.23,2024-03-03,True,True,Full,53.19,67.61,,2025-07-25,Supplier Questionnaire,True,2024-11-09,79.99,None,365.0,True,0.0,2,0.6666666666666666,53.19,67.61,69.62,0,4,0,0,0,0.0,53.534400000000005,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0832,Lumen Manufacturing,United Kingdom,Europe,Low,5,Consulting,Tier 1,Medium,96656.09,2018-02-18,True,False,Partial,88.74,73.06,,2024-04-23,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,88.74,73.06,66.98,2,0,4,0,5,2.0,40.245200000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0833,Nimbus Materials,Italy,Europe,Low,5,Components,Tier 1,High,1542765.97,2023-04-28,True,True,Partial,82.32,66.31,70.05,2025-11-02,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,82.32,66.31,70.05,5,0,4,0,0,2.0,41.760400000000004,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0834,Nimbus Materials,South Africa,Africa,Medium,15,Chemicals,Tier 2,High,225145.46,2021-06-02,True,True,Partial,83.1,54.68,70.29,2025-11-22,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,83.1,54.68,70.29,5,4,4,0,0,6.0,59.6172,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0835,Cobalt Supply,Switzerland,Europe,Low,5,Components,Tier 1,Medium,434112.89,2018-12-22,True,True,Partial,66.78,56.37,70.87,2024-12-28,Third-party Rating,False,,,,,False,0.0,3,1.0,66.78,56.37,70.87,2,0,4,0,0,2.0,46.8252,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0836,Nimbus Holdings,Switzerland,Europe,Low,5,Packaging,Tier 2,High,1774148.58,2021-08-24,True,True,Partial,71.76,65.95,65.3,2024-09-13,Third-party Rating,False,,,,,False,0.0,3,1.0,71.76,65.95,65.3,5,4,4,0,0,2.0,50.3812,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0837,Vega Systems,Mexico,Americas,Medium,15,Metals & Minerals,Tier 1,Low,654175.31,2022-05-11,False,True,Partial,75.71,68.25,58.47,2024-09-29,Supplier Questionnaire,True,2024-01-01,81.88,None,365.0,True,12.0,3,1.0,75.71,68.25,58.47,0,0,4,12,0,0.0,63.640800000000006,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0838,Nimbus Systems,United Arab Emirates,Middle East,Medium,15,Logistics,Tier 2,Low,187663.88,2023-08-10,True,True,Full,55.82,66.57,65.0,2025-05-31,Internal Assessment,True,2025-11-14,65.63,None,365.0,True,0.0,3,1.0,55.82,66.57,65.0,0,4,0,0,0,1.0925000000000011,50.28490000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0839,Atlas Manufacturing,Morocco,Africa,Medium,15,Metals & Minerals,Tier 2,Low,272439.99,2016-02-04,True,True,Partial,61.03,48.16,69.41,2024-03-29,Supplier Questionnaire,True,2024-07-11,64.11,Minor,180.0,True,7.0,3,1.0,61.03,48.16,69.41,0,4,4,0,0,8.4725,70.00890000000001,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0840,Cobalt Logistics,Spain,Europe,Low,5,Metals & Minerals,Tier 2,Low,114290.63,2018-06-19,True,True,Limited,61.76,83.98,50.25,2025-10-27,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,61.76,83.98,50.25,0,4,10,0,0,2.0,51.7852,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0841,Eclipse Services,Taiwan,Asia,Low,5,Components,Tier 1,High,484679.14,2023-12-30,True,True,Limited,61.28,74.54,80.56,2025-04-15,Third-party Rating,True,2024-01-28,69.89,Minor,180.0,True,0.0,3,1.0,61.28,74.54,80.56,5,0,10,0,0,7.0275,52.0239,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0842,Lumen Systems,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,High,290118.47,2018-01-14,True,True,Limited,64.24,76.69,68.29,2025-10-14,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,64.24,76.69,68.29,5,0,10,0,0,6.0,58.734,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0843,Cobalt Group,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,Low,619039.03,2022-02-26,True,True,Full,85.64,68.66,77.29,2024-05-01,Third-party Rating,True,2024-03-19,67.36,Minor,180.0,True,12.0,3,1.0,85.64,68.66,77.29,0,0,0,0,0,7.66,46.334,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0844,Cobalt Supply,Italy,Europe,Low,5,Consulting,Tier 3,Low,145067.48,2017-11-17,True,True,Partial,83.14,72.83,77.94,2024-03-03,Third-party Rating,True,2025-06-09,68.23,None,365.0,True,0.0,3,1.0,83.14,72.83,77.94,0,8,4,0,0,0.442499999999999,37.840500000000006,Low Risk,Low Spend,Approved; monitor annually
S0845,Argent Partners,Australia,Oceania,Low,5,Facility,Tier 1,Low,423922.18,2021-07-15,True,True,Limited,60.09,69.28,79.87,2025-03-28,Supplier Questionnaire,True,2024-01-16,86.2,None,365.0,True,0.0,3,1.0,60.09,69.28,79.87,0,0,10,0,0,0.0,42.654399999999995,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0846,Vega Materials,Saudi Arabia,Middle East,Medium,15,Components,Tier 2,Medium,186859.47,2016-01-20,True,False,Partial,44.09,73.63,67.24,2024-06-06,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,44.09,73.63,67.24,2,4,4,0,5,6.0,65.936,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0847,Lumen Supply,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,Low,191097.44,2025-07-28,True,True,Full,69.03,79.76,80.84,2024-09-12,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,69.03,79.76,80.84,0,0,0,0,0,6.0,37.148799999999994,Low Risk,Low Spend,Approved; monitor annually
S0848,Argent Systems,Tunisia,Africa,Medium,15,Components,Tier 3,Low,390935.86,2019-09-04,True,True,Partial,49.0,85.47,74.79,2025-04-21,Internal Assessment,True,2024-06-11,48.71,Minor,180.0,False,0.0,3,1.0,49.0,85.47,74.79,0,8,4,0,0,12.3225,60.7317,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0849,Cobalt Services,China,Asia,High,25,Packaging,Tier 3,Medium,52011.67,2019-01-20,True,False,Partial,49.6,36.98,50.53,2025-08-26,Internal Assessment,True,2025-01-11,54.99,Minor,180.0,True,7.0,3,1.0,49.6,36.98,50.53,2,8,4,0,5,10.7525,100.0,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0850,Aurora Services,Taiwan,Asia,Low,5,Consulting,Tier 3,Medium,74551.87,2024-10-04,True,True,Limited,71.35,83.35,67.29,2025-06-04,Third-party Rating,False,,,,,False,0.0,3,1.0,71.35,83.35,67.29,2,8,10,0,0,2.0,49.89920000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0851,Zenith Group,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,High,2280789.18,2024-11-08,True,True,Full,73.27,49.33,71.24,2025-12-06,Third-party Rating,True,2024-07-04,48.23,Major,30.0,True,0.0,3,1.0,73.27,49.33,71.24,5,0,0,0,0,20.442500000000003,70.6481,High Risk,High Spend,Immediate corrective action + 30-day follow-up
S0852,Orion Supply,Germany,Europe,Low,5,Metals & Minerals,Tier 1,Low,260081.0,2021-12-04,True,True,Limited,83.6,57.39,68.63,2024-10-11,Third-party Rating,False,,,,,False,0.0,3,1.0,83.6,57.39,68.63,0,0,10,0,0,2.0,46.424400000000006,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0853,Lumen Supply,Brazil,Americas,Medium,15,Packaging,Tier 1,Medium,52329.07,2022-12-14,True,True,Full,67.77,68.71,66.1,2025-06-12,Internal Assessment,False,,,,,False,0.0,3,1.0,67.77,68.71,66.1,2,0,0,0,0,6.0,48.638400000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0854,Helios Group,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Low,87536.43,2016-01-12,True,True,Partial,66.64,,63.8,2024-11-19,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,66.64,65.88,63.8,0,0,4,0,0,6.0,52.82280000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0855,Lumen Components,United Arab Emirates,Middle East,Medium,15,Components,Tier 1,Medium,105654.78,2023-12-08,True,True,Limited,82.29,64.03,,2024-10-01,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,82.29,64.03,69.62,2,0,10,0,0,6.0,55.3184,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0856,Nimbus Supply,Malaysia,Asia,Medium,15,IT Services,Tier 1,Low,446889.79,2016-12-05,True,True,Full,48.14,70.27,51.8,2025-08-13,Supplier Questionnaire,True,2024-10-05,82.18,None,365.0,True,12.0,3,1.0,48.14,70.27,51.8,0,0,0,0,0,0.0,56.686800000000005,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0857,Aurora Holdings,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,Low,104664.31,2022-06-02,True,True,Partial,72.9,38.35,59.22,2024-07-21,Supplier Questionnaire,True,2024-10-27,67.14,Minor,180.0,True,12.0,3,1.0,72.9,38.35,59.22,0,0,4,0,0,7.715,71.8626,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0858,Argent Holdings,France,Europe,Low,5,Logistics,Tier 3,Low,818948.53,2016-08-24,True,True,Partial,77.87,66.74,,2025-02-25,Third-party Rating,False,,,,,False,12.0,2,0.6666666666666666,77.87,66.74,67.73,0,8,4,0,0,2.0,53.17680000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0859,Orion Materials,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Low,1229533.42,2021-08-08,True,True,Partial,66.79,65.83,71.73,2025-02-02,Internal Assessment,True,2025-09-17,92.03,None,365.0,False,0.0,3,1.0,66.79,65.83,71.73,0,0,4,0,0,0.0,44.2632,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0860,Lumen Manufacturing,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,High,2851441.75,2022-01-11,True,True,Partial,,57.97,68.98,2024-05-21,Supplier Questionnaire,True,2025-11-20,80.03,Minor,180.0,True,0.0,2,0.6666666666666666,69.185,57.97,68.98,5,0,4,0,0,7.0,59.6166,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0861,Vega Logistics,Philippines,Asia,Medium,15,Chemicals,Tier 1,High,590812.3,2018-09-11,True,True,Full,68.85,72.8,67.08,2024-01-28,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,68.85,72.8,67.08,5,0,0,0,0,6.0,49.38640000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0862,Cobalt Group,Australia,Oceania,Low,5,IT Services,Tier 1,Low,261456.07,2024-03-30,True,True,Partial,74.51,74.75,92.04,2025-01-06,Third-party Rating,False,,,,,False,0.0,3,1.0,74.51,74.75,92.04,0,0,4,0,0,2.0,28.534399999999998,Low Risk,Medium Spend,Approved; monitor annually
S0863,Argent Systems,Australia,Oceania,Low,5,IT Services,Tier 2,Medium,71892.12,2016-08-01,True,True,Partial,80.08,57.82,,2024-12-02,Supplier Questionnaire,False,,,,,False,6.0,2,0.6666666666666666,80.08,57.82,68.87,2,4,4,0,0,2.0,50.4612,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0864,Argent Components,South Korea,Asia,Low,5,IT Services,Tier 2,Low,137968.61,2019-05-04,True,True,Limited,65.47,56.23,59.53,2025-04-16,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.47,56.23,59.53,0,4,10,0,0,2.0,58.8768,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0865,Eclipse Components,Australia,Oceania,Low,5,Metals & Minerals,Tier 1,Low,625037.74,2023-11-18,True,True,Limited,83.48,76.85,63.39,2024-07-18,Third-party Rating,False,,,,,False,0.0,3,1.0,83.48,76.85,63.39,0,0,10,0,0,2.0,40.35080000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0866,Argent Manufacturing,Germany,Europe,Low,5,Components,Tier 1,Low,768888.72,2021-03-03,True,True,Full,73.58,71.69,80.56,2025-06-02,Internal Assessment,True,2024-03-10,55.43,Minor,180.0,True,0.0,3,1.0,73.58,71.69,80.56,0,0,0,0,0,10.6425,38.334900000000005,Low Risk,Medium Spend,Approved; monitor annually
S0867,Alpine Services,China,Asia,High,25,Packaging,Tier 2,Medium,55499.53,2019-04-12,True,True,Limited,58.09,53.15,,2025-11-03,Third-party Rating,True,2024-05-26,48.38,Minor,180.0,True,3.0,2,0.6666666666666666,58.09,53.15,69.13,2,4,10,0,0,12.405,84.15820000000001,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0868,Argent Partners,Switzerland,Europe,Low,5,Metals & Minerals,Tier 2,Low,260670.09,2020-05-03,True,True,Partial,66.88,68.51,77.45,2024-11-30,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,66.88,68.51,77.45,0,4,4,0,0,2.0,41.8356,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0869,Cascade Manufacturing,Brazil,Americas,Medium,15,Metals & Minerals,Tier 1,Low,335143.08,2021-12-23,True,False,Limited,68.55,69.78,59.48,2024-06-24,Internal Assessment,False,,,,,False,0.0,3,1.0,68.55,69.78,59.48,0,0,10,0,5,6.0,63.110400000000006,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0870,Nimbus Manufacturing,Canada,Americas,Low,5,Facility,Tier 1,Low,147650.31,2023-05-09,True,True,Limited,65.65,41.34,54.92,2025-02-28,Internal Assessment,False,,,,,False,0.0,3,1.0,65.65,41.34,54.92,0,0,10,0,0,2.0,62.2576,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0871,Novatek Manufacturing,Italy,Europe,Low,5,Packaging,Tier 3,Low,46623.86,2022-05-11,True,True,Full,58.68,59.72,83.59,2025-04-29,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,58.68,59.72,83.59,0,8,0,0,0,2.0,45.6828,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0872,Argent Systems,Morocco,Africa,Medium,15,Packaging,Tier 1,Medium,717317.65,2023-11-07,True,False,Limited,67.15,71.1,58.3,2025-10-27,Supplier Questionnaire,True,2025-10-01,66.75,Minor,180.0,True,0.0,3,1.0,67.15,71.1,58.3,2,0,10,0,5,7.8125,67.1645,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0873,Argent Services,India,Asia,High,25,Metals & Minerals,Tier 1,Medium,298722.43,2024-05-23,False,True,Partial,70.31,61.46,62.44,2024-01-21,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,70.31,61.46,62.44,2,0,4,12,0,6.0,73.4984,High Risk,Medium Spend,Request signature/commitment before continuation
S0874,Cobalt Materials,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 3,Low,49102.52,2019-11-01,True,True,Full,86.94,55.91,51.48,2025-04-03,Third-party Rating,False,,,,,False,0.0,3,1.0,86.94,55.91,51.48,0,8,0,0,0,6.0,59.0692,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0875,Novatek Partners,United Kingdom,Europe,Low,5,Components,Tier 2,Low,1374509.47,2017-11-04,True,False,Full,88.24,72.6,75.49,2024-03-05,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,88.24,72.6,75.49,0,4,0,0,5,2.0,35.846000000000004,Low Risk,High Spend,Approved; monitor annually
S0876,Eclipse Industries,France,Europe,Low,5,Consulting,Tier 1,Low,559385.88,2019-08-15,True,True,Limited,56.08,89.1,65.32,2025-05-21,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,56.08,89.1,65.32,0,0,10,0,0,2.0,42.5052,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0877,Atlas Services,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Medium,400779.37,2018-12-26,True,True,Full,48.26,64.74,82.1,2025-05-14,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,48.26,64.74,82.1,2,0,0,0,0,6.0,50.56920000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0878,Lumen Supply,Singapore,Asia,Low,5,Metals & Minerals,Tier 2,Low,73953.14,2025-05-26,True,True,Partial,70.13,65.34,75.57,2025-09-29,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,70.13,65.34,75.57,0,4,4,0,0,2.0,42.79520000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0879,Zenith Holdings,South Korea,Asia,Low,5,Metals & Minerals,Tier 3,Medium,160306.88,2024-09-20,False,True,Limited,54.83,47.54,62.38,2024-02-04,Supplier Questionnaire,False,,,,,False,3.0,3,1.0,54.83,47.54,62.38,2,8,10,12,0,2.0,84.07000000000001,High Risk,Low Spend,Request signature/commitment before continuation
